"yearmonth","country","value"
200404,"Morocco",10589925
200405,"Morocco",15564574
200406,"Morocco",107141
200407,"Morocco",8620948
200408,"Morocco",9940144
200409,"Morocco",7715616
200410,"Morocco",9109991
200411,"Morocco",11778115
200412,"Morocco",3729921
200501,"Morocco",2325891
200502,"Morocco",184366
200503,"Morocco",13613461
200504,"Morocco",3501417
200505,"Morocco",14017712
200506,"Morocco",75221
200507,"Morocco",6811839
200508,"Morocco",17898111
200509,"Morocco",3477706
200510,"Morocco",10886224
200511,"Morocco",3700690
200512,"Morocco",4651000
200601,"Morocco",8186146
200602,"Morocco",5824580
200603,"Morocco",202463
200604,"Morocco",9098598
200605,"Morocco",13274434
200606,"Morocco",150109
200607,"Morocco",29846701
200608,"Morocco",3975984
200609,"Morocco",10689380
200610,"Morocco",20280852
200611,"Morocco",11883429
200612,"Morocco",3955756
200701,"Morocco",3991060
200702,"Morocco",3966584
200703,"Morocco",9050645
200704,"Morocco",12706684
200705,"Morocco",3080486
200706,"Morocco",7478023
200707,"Morocco",3472334
200708,"Morocco",15136387
200709,"Morocco",17907711
200710,"Morocco",21383677
200711,"Morocco",8436755
200712,"Morocco",3809826
200801,"Morocco",10749994
200802,"Morocco",18309337
200803,"Morocco",157116
200804,"Morocco",24714182
200805,"Morocco",37691883
200806,"Morocco",39497249
200807,"Morocco",12292961
200808,"Morocco",32628323
200809,"Morocco",97078723
200810,"Morocco",4395684
200811,"Morocco",121670504
200812,"Morocco",65246398
200901,"Morocco",198176
200902,"Morocco",110108
200903,"Morocco",122322
200904,"Morocco",132309
200905,"Morocco",14313065
200906,"Morocco",125557
200907,"Morocco",11425932
200908,"Morocco",8232931
200909,"Morocco",8257430
200910,"Morocco",162781
200911,"Morocco",21717709
200912,"Morocco",140696
201001,"Morocco",380917
201002,"Morocco",6412831
201003,"Morocco",8070962
201004,"Morocco",8132440
201005,"Morocco",98319
201006,"Morocco",20069425
201007,"Morocco",9867085
201008,"Morocco",264270
201009,"Morocco",8329381
201010,"Morocco",9263001
201011,"Morocco",16656815
201012,"Morocco",9521367
201101,"Morocco",9844005
201102,"Morocco",394736
201103,"Morocco",11740261
201104,"Morocco",52917
201105,"Morocco",16863456
201106,"Morocco",24841265
201107,"Morocco",68688
201108,"Morocco",298345
201109,"Morocco",13009445
201110,"Morocco",13810948
201111,"Morocco",14628411
201112,"Morocco",129734
201201,"Morocco",14626350
201202,"Morocco",170349
201203,"Morocco",26849480
201204,"Morocco",4433349
201205,"Morocco",276509
201206,"Morocco",57792
201207,"Morocco",12774515
201208,"Morocco",10004525
201209,"Morocco",103180
201210,"Morocco",242901
201211,"Morocco",463010
201212,"Morocco",17318306
201301,"Morocco",12338912
201302,"Morocco",10721105
201303,"Morocco",266715
201304,"Morocco",9334793
201305,"Morocco",14413363
201306,"Morocco",199137
201307,"Morocco",446220
201308,"Morocco",10742424
201309,"Morocco",10651226
201310,"Morocco",108449
201311,"Morocco",7418908
201312,"Morocco",8327875
201401,"Morocco",617976
201402,"Morocco",251931
201403,"Morocco",8580414
201404,"Morocco",19769519
201405,"Morocco",149388
201406,"Morocco",345327
201407,"Morocco",9658141
201408,"Morocco",189050
201409,"Morocco",8225693
201410,"Morocco",15723328
201411,"Morocco",26471409
201412,"Morocco",6502809
201501,"Morocco",540412
201502,"Morocco",8059874
201503,"Morocco",200140
201504,"Morocco",216845
201505,"Morocco",8908254
201506,"Morocco",18552372
201507,"Morocco",11127479
201508,"Morocco",437675
201509,"Morocco",11431653
201510,"Morocco",10754753
201511,"Morocco",11663364
201512,"Morocco",9790628
201601,"Morocco",10530105
201602,"Morocco",7196865
201603,"Morocco",9475013
201604,"Morocco",216650
201605,"Morocco",554576
201606,"Morocco",167004
201607,"Morocco",700737
201608,"Morocco",16610290
201609,"Morocco",15662633
201610,"Morocco",543708
201611,"Morocco",8906994
201612,"Morocco",9391544
201701,"Morocco",8741349
201702,"Morocco",6950544
201703,"Morocco",704179
201704,"Morocco",655622
201705,"Morocco",540561
201706,"Morocco",8241360
201707,"Morocco",6778708
201708,"Morocco",8309374
201709,"Morocco",8209757
201710,"Morocco",510914
201711,"Morocco",8617740
201712,"Morocco",361285
201801,"Morocco",8316713
201802,"Morocco",503609
201803,"Morocco",12809978
201804,"Morocco",3817233
201805,"Morocco",8624987
201806,"Morocco",8791778
201807,"Morocco",716043
201808,"Morocco",502617
201809,"Morocco",12944159
201810,"Morocco",8491643
201811,"Morocco",14409976
201812,"Morocco",1484867
201901,"Morocco",730418
201902,"Morocco",519847
201903,"Morocco",8782393
201904,"Morocco",6083822
201905,"Morocco",508786
201906,"Morocco",636894
201907,"Morocco",6435964
201908,"Morocco",8455609
201909,"Morocco",1271289
201910,"Morocco",9280311
201911,"Morocco",8853338
201912,"Morocco",659658
202001,"Morocco",555905
202002,"Morocco",697151
202003,"Morocco",7940769
202004,"Morocco",672761
202005,"Morocco",8122476
202006,"Morocco",7423860
202007,"Morocco",829087
202008,"Morocco",701909
202009,"Morocco",485158
202010,"Morocco",7756444
202011,"Morocco",386558
202012,"Morocco",610790
202101,"Morocco",546296
202102,"Morocco",7074679
202103,"Morocco",833272
202104,"Morocco",507782
202105,"Morocco",7442553
202106,"Morocco",474477
202107,"Morocco",7938680
202108,"Morocco",573882
202109,"Morocco",8057464
202110,"Morocco",8594572
202111,"Morocco",546127
202112,"Morocco",9482506
200005,"Mozambique",109
200103,"Mozambique",9
200109,"Mozambique",322
200112,"Mozambique",36585
200203,"Mozambique",235
200209,"Mozambique",33
200211,"Mozambique",2
200301,"Mozambique",573
200303,"Mozambique",1559
200304,"Mozambique",337
200309,"Mozambique",1250
200310,"Mozambique",1000
200311,"Mozambique",166667
200312,"Mozambique",309062
200401,"Mozambique",46
200403,"Mozambique",351
200407,"Mozambique",218584
200408,"Mozambique",24402
200409,"Mozambique",13044
200501,"Mozambique",1117
200502,"Mozambique",187121
200503,"Mozambique",637267
200505,"Mozambique",181340
200506,"Mozambique",88
200507,"Mozambique",2088
200509,"Mozambique",2927
200511,"Mozambique",75543
200601,"Mozambique",1481
200602,"Mozambique",394282
200603,"Mozambique",8811
200604,"Mozambique",224622
200605,"Mozambique",153584
200606,"Mozambique",398
200607,"Mozambique",170384
200608,"Mozambique",1740
200611,"Mozambique",4818
200612,"Mozambique",336309
200701,"Mozambique",5331
200702,"Mozambique",1273
200704,"Mozambique",27355
200705,"Mozambique",1414
200706,"Mozambique",239
200708,"Mozambique",93413
200709,"Mozambique",236299
200711,"Mozambique",94398
200712,"Mozambique",232641
200801,"Mozambique",111144
200802,"Mozambique",4011
200803,"Mozambique",385
200804,"Mozambique",15
200806,"Mozambique",2438
200807,"Mozambique",60502
200809,"Mozambique",976
200810,"Mozambique",146610
200811,"Mozambique",368007
200812,"Mozambique",18626
200901,"Mozambique",62
200902,"Mozambique",37
200903,"Mozambique",3119
200904,"Mozambique",1838
200905,"Mozambique",213
200906,"Mozambique",298
200907,"Mozambique",9630
200911,"Mozambique",66353
200912,"Mozambique",371889
201001,"Mozambique",41
201002,"Mozambique",76
201003,"Mozambique",74
201004,"Mozambique",8783
201005,"Mozambique",46
201006,"Mozambique",1065
201007,"Mozambique",86
201008,"Mozambique",3655
201009,"Mozambique",285
201010,"Mozambique",329
201012,"Mozambique",319
201101,"Mozambique",976
201102,"Mozambique",280848
201103,"Mozambique",27863
201104,"Mozambique",2781
201105,"Mozambique",2187
201107,"Mozambique",2911
201108,"Mozambique",14653
201109,"Mozambique",51418
201110,"Mozambique",172126
201111,"Mozambique",289149
201112,"Mozambique",10686
201201,"Mozambique",11056
201202,"Mozambique",712586
201203,"Mozambique",126044
201204,"Mozambique",72
201205,"Mozambique",23785
201206,"Mozambique",21
201207,"Mozambique",34945
201208,"Mozambique",701
201209,"Mozambique",5610
201210,"Mozambique",559
201211,"Mozambique",210
201212,"Mozambique",83
201301,"Mozambique",623852
201302,"Mozambique",440
201305,"Mozambique",14
201306,"Mozambique",1770
201307,"Mozambique",1220
201308,"Mozambique",2299
201309,"Mozambique",7711
201310,"Mozambique",49
201311,"Mozambique",25
201312,"Mozambique",658491
201401,"Mozambique",1206
201402,"Mozambique",199492
201403,"Mozambique",218
201404,"Mozambique",275
201405,"Mozambique",18093
201406,"Mozambique",10803
201407,"Mozambique",196
201408,"Mozambique",791
201409,"Mozambique",8545
201410,"Mozambique",2557
201411,"Mozambique",6052
201412,"Mozambique",14227
201501,"Mozambique",13720
201502,"Mozambique",1223868
201503,"Mozambique",3700
201504,"Mozambique",6653
201505,"Mozambique",10685
201506,"Mozambique",30585
201507,"Mozambique",4422
201508,"Mozambique",10190
201509,"Mozambique",140
201510,"Mozambique",10052
201511,"Mozambique",246
201512,"Mozambique",269
201601,"Mozambique",20110
201602,"Mozambique",411
201603,"Mozambique",817
201604,"Mozambique",6358
201605,"Mozambique",2546
201606,"Mozambique",9041
201607,"Mozambique",8467
201608,"Mozambique",4085
201609,"Mozambique",307
201610,"Mozambique",4751
201611,"Mozambique",872454
201612,"Mozambique",699
201701,"Mozambique",31014
201702,"Mozambique",58
201703,"Mozambique",2501
201704,"Mozambique",2857
201705,"Mozambique",369
201706,"Mozambique",119742
201707,"Mozambique",122981
201708,"Mozambique",12724
201709,"Mozambique",74348
201710,"Mozambique",40342
201711,"Mozambique",382624
201712,"Mozambique",632
201801,"Mozambique",3532
201802,"Mozambique",188
201803,"Mozambique",5754
201804,"Mozambique",4594
201805,"Mozambique",1959
201806,"Mozambique",13015
201807,"Mozambique",13232729
201808,"Mozambique",55600
201809,"Mozambique",2174
201811,"Mozambique",83882
201812,"Mozambique",1288224
201901,"Mozambique",813
201902,"Mozambique",2949
201903,"Mozambique",1389025
201904,"Mozambique",23198
201905,"Mozambique",507
201907,"Mozambique",147
201908,"Mozambique",1316
201909,"Mozambique",13420
201910,"Mozambique",22907
201911,"Mozambique",1770
201912,"Mozambique",4966
202001,"Mozambique",198990
202002,"Mozambique",3903
202003,"Mozambique",9544
202004,"Mozambique",79382
202005,"Mozambique",9272
202006,"Mozambique",5934
202008,"Mozambique",73919
202009,"Mozambique",25905
202010,"Mozambique",47126
202011,"Mozambique",11903
202012,"Mozambique",9391
202101,"Mozambique",583
202102,"Mozambique",1795
202103,"Mozambique",1684
202104,"Mozambique",10586
202105,"Mozambique",96009
202106,"Mozambique",3459
202107,"Mozambique",5855
202108,"Mozambique",23957
202109,"Mozambique",2322
202110,"Mozambique",46389
202111,"Mozambique",631
202112,"Mozambique",2392
200001,"Myanmar",274486
200002,"Myanmar",109645
200003,"Myanmar",154163
200004,"Myanmar",176370
200005,"Myanmar",48356
200006,"Myanmar",67613
200007,"Myanmar",332697
200008,"Myanmar",144287
200009,"Myanmar",132285
200010,"Myanmar",187037
200011,"Myanmar",675162
200012,"Myanmar",244647
200101,"Myanmar",432203
200102,"Myanmar",88077
200103,"Myanmar",61292
200104,"Myanmar",80783
200105,"Myanmar",256000
200106,"Myanmar",71158
200107,"Myanmar",196800
200108,"Myanmar",359542
200109,"Myanmar",155451
200110,"Myanmar",713619
200111,"Myanmar",117270
200112,"Myanmar",47654
200201,"Myanmar",182625
200202,"Myanmar",63386
200203,"Myanmar",122032
200204,"Myanmar",111805
200205,"Myanmar",112899
200206,"Myanmar",33083
200207,"Myanmar",240547
200208,"Myanmar",204878
200209,"Myanmar",150258
200210,"Myanmar",189066
200211,"Myanmar",70321
200212,"Myanmar",138579
200301,"Myanmar",105810
200302,"Myanmar",625098
200303,"Myanmar",148150
200304,"Myanmar",4396
200305,"Myanmar",79773
200306,"Myanmar",164602
200307,"Myanmar",11295
200308,"Myanmar",7892
200309,"Myanmar",5446
200310,"Myanmar",49950
200311,"Myanmar",77844
200312,"Myanmar",30009
200401,"Myanmar",2174
200402,"Myanmar",11487
200403,"Myanmar",54200
200404,"Myanmar",127058
200405,"Myanmar",7101
200406,"Myanmar",92479
200407,"Myanmar",87984
200408,"Myanmar",81622
200409,"Myanmar",17357
200410,"Myanmar",111300
200411,"Myanmar",54340
200412,"Myanmar",21950
200501,"Myanmar",56288
200502,"Myanmar",166011
200503,"Myanmar",58875
200504,"Myanmar",4169
200505,"Myanmar",37083
200506,"Myanmar",49695
200507,"Myanmar",106654
200508,"Myanmar",35914
200509,"Myanmar",137338
200510,"Myanmar",41301
200511,"Myanmar",107960
200512,"Myanmar",72490
200601,"Myanmar",25314
200602,"Myanmar",229476
200603,"Myanmar",3129
200604,"Myanmar",75750
200605,"Myanmar",117986
200606,"Myanmar",101916
200607,"Myanmar",58571
200608,"Myanmar",133807
200609,"Myanmar",328782
200610,"Myanmar",5256
200611,"Myanmar",13163
200612,"Myanmar",90756
200701,"Myanmar",138115
200702,"Myanmar",12728
200703,"Myanmar",92829
200704,"Myanmar",297911
200705,"Myanmar",17562
200706,"Myanmar",81859
200707,"Myanmar",230248
200708,"Myanmar",24076
200709,"Myanmar",113061
200710,"Myanmar",168540
200711,"Myanmar",293059
200712,"Myanmar",36789
200801,"Myanmar",221171
200802,"Myanmar",9471
200803,"Myanmar",149286
200804,"Myanmar",148235
200805,"Myanmar",120583
200806,"Myanmar",448006
200807,"Myanmar",573812
200808,"Myanmar",121923
200809,"Myanmar",326972
200810,"Myanmar",106129
200811,"Myanmar",31019
200812,"Myanmar",253990
200901,"Myanmar",80342
200902,"Myanmar",60415
200903,"Myanmar",222667
200904,"Myanmar",292243
200905,"Myanmar",85265
200906,"Myanmar",87195
200907,"Myanmar",23867
200908,"Myanmar",137776
200909,"Myanmar",9402
200910,"Myanmar",100757
200911,"Myanmar",102913
200912,"Myanmar",349979
201001,"Myanmar",175920
201002,"Myanmar",58432
201003,"Myanmar",63448
201004,"Myanmar",104364
201005,"Myanmar",234736
201006,"Myanmar",64562
201007,"Myanmar",168587
201008,"Myanmar",91368
201009,"Myanmar",19399
201010,"Myanmar",198467
201011,"Myanmar",380760
201012,"Myanmar",127397
201101,"Myanmar",12473
201102,"Myanmar",89750
201103,"Myanmar",28002
201104,"Myanmar",328898
201105,"Myanmar",49687
201106,"Myanmar",194568
201107,"Myanmar",44206
201108,"Myanmar",144979
201109,"Myanmar",130531
201110,"Myanmar",136484
201111,"Myanmar",28470
201112,"Myanmar",151790
201201,"Myanmar",54879
201202,"Myanmar",29552
201203,"Myanmar",25003
201204,"Myanmar",49613
201205,"Myanmar",349322
201206,"Myanmar",101215
201207,"Myanmar",87068
201208,"Myanmar",58305
201209,"Myanmar",51903
201210,"Myanmar",108148
201211,"Myanmar",251030
201212,"Myanmar",55236
201301,"Myanmar",21289
201302,"Myanmar",219588
201303,"Myanmar",63050
201304,"Myanmar",150529
201305,"Myanmar",6260
201306,"Myanmar",99408
201307,"Myanmar",195354
201308,"Myanmar",92827
201309,"Myanmar",82186
201310,"Myanmar",113643
201311,"Myanmar",156066
201312,"Myanmar",15447
201401,"Myanmar",57073
201402,"Myanmar",76022
201403,"Myanmar",31031
201404,"Myanmar",55165
201405,"Myanmar",110342
201406,"Myanmar",37480
201407,"Myanmar",254453
201408,"Myanmar",54360
201409,"Myanmar",17720
201410,"Myanmar",802969
201411,"Myanmar",35212
201412,"Myanmar",254670
201501,"Myanmar",6134
201502,"Myanmar",90028
201503,"Myanmar",192847
201504,"Myanmar",240310
201505,"Myanmar",168960
201506,"Myanmar",433534
201507,"Myanmar",139230
201508,"Myanmar",313760
201509,"Myanmar",173809
201510,"Myanmar",876202
201511,"Myanmar",23742
201512,"Myanmar",225861
201601,"Myanmar",216680
201602,"Myanmar",34893
201603,"Myanmar",456115
201604,"Myanmar",134140
201605,"Myanmar",454718
201606,"Myanmar",181292
201607,"Myanmar",212495
201608,"Myanmar",237120
201609,"Myanmar",608688
201610,"Myanmar",140156
201611,"Myanmar",483983
201612,"Myanmar",320429
201701,"Myanmar",369068
201702,"Myanmar",560513
201703,"Myanmar",375190
201704,"Myanmar",297715
201705,"Myanmar",257564
201706,"Myanmar",209145
201707,"Myanmar",408171
201708,"Myanmar",564667
201709,"Myanmar",699485
201710,"Myanmar",581133
201711,"Myanmar",398130
201712,"Myanmar",377985
201801,"Myanmar",361639
201802,"Myanmar",448841
201803,"Myanmar",579061
201804,"Myanmar",372310
201805,"Myanmar",469702
201806,"Myanmar",309985
201807,"Myanmar",797224
201808,"Myanmar",428412
201809,"Myanmar",285106
201810,"Myanmar",480523
201811,"Myanmar",1174937
201812,"Myanmar",310101
201901,"Myanmar",883529
201902,"Myanmar",714804
201903,"Myanmar",460292
201904,"Myanmar",677642
201905,"Myanmar",480672
201906,"Myanmar",795238
201907,"Myanmar",478654
201908,"Myanmar",466446
201909,"Myanmar",693001
201910,"Myanmar",686854
201911,"Myanmar",651635
201912,"Myanmar",658798
202001,"Myanmar",951807
202002,"Myanmar",684442
202003,"Myanmar",660544
202004,"Myanmar",2272233
202005,"Myanmar",1003811
202006,"Myanmar",957751
202007,"Myanmar",704397
202008,"Myanmar",516298
202009,"Myanmar",1015804
202010,"Myanmar",1056708
202011,"Myanmar",456449
202012,"Myanmar",1244615
202101,"Myanmar",811639
202102,"Myanmar",636551
202103,"Myanmar",1257994
202104,"Myanmar",499732
202105,"Myanmar",932327
202106,"Myanmar",1163566
202107,"Myanmar",1151996
202108,"Myanmar",688016
202109,"Myanmar",1036058
202110,"Myanmar",899330
202111,"Myanmar",744736
202112,"Myanmar",746865
200001,"Namibia",41385
200002,"Namibia",27732
200009,"Namibia",15988
200011,"Namibia",1455
200101,"Namibia",16067
200103,"Namibia",13106
200106,"Namibia",14624
200111,"Namibia",16622
200203,"Namibia",16572
200205,"Namibia",4670
200209,"Namibia",13693
200211,"Namibia",9065
200301,"Namibia",522
200302,"Namibia",12641
200304,"Namibia",3269
200305,"Namibia",6307
200306,"Namibia",3040
200307,"Namibia",12971
200309,"Namibia",2160
200310,"Namibia",1210
200311,"Namibia",1782
200312,"Namibia",11000
200401,"Namibia",1700
200404,"Namibia",3590
200405,"Namibia",2652
200406,"Namibia",14296
200407,"Namibia",977
200409,"Namibia",1235
200410,"Namibia",10655
200412,"Namibia",506
200502,"Namibia",6564
200505,"Namibia",12686
200506,"Namibia",6239
200507,"Namibia",16162
200508,"Namibia",1238
200509,"Namibia",4925
200601,"Namibia",11691
200602,"Namibia",1237
200603,"Namibia",530
200604,"Namibia",1538
200605,"Namibia",2597
200606,"Namibia",23125
200608,"Namibia",363
200609,"Namibia",15098
200610,"Namibia",518
200611,"Namibia",170
200612,"Namibia",1310
200704,"Namibia",683
200705,"Namibia",16247
200707,"Namibia",270
200708,"Namibia",2081
200709,"Namibia",9129
200710,"Namibia",1253
200801,"Namibia",566
200802,"Namibia",13326
200803,"Namibia",3
200805,"Namibia",1088
200807,"Namibia",10528
200808,"Namibia",1947
200809,"Namibia",92609
200812,"Namibia",1231
200903,"Namibia",439
200904,"Namibia",91
200905,"Namibia",2868
200906,"Namibia",1520
200907,"Namibia",15763
200908,"Namibia",36116
200909,"Namibia",3073
200910,"Namibia",32087
200911,"Namibia",328
201001,"Namibia",7353
201002,"Namibia",7171
201003,"Namibia",3287
201004,"Namibia",62
201005,"Namibia",4133
201006,"Namibia",21929
201007,"Namibia",4361
201008,"Namibia",11754
201009,"Namibia",652
201010,"Namibia",264
201011,"Namibia",1125
201012,"Namibia",3201
201101,"Namibia",13885
201102,"Namibia",14344
201103,"Namibia",87
201104,"Namibia",7800
201105,"Namibia",990
201106,"Namibia",6704
201107,"Namibia",862
201108,"Namibia",2547
201109,"Namibia",5513
201110,"Namibia",609
201111,"Namibia",311
201112,"Namibia",20342
201201,"Namibia",932
201203,"Namibia",3142
201204,"Namibia",3194
201205,"Namibia",57776
201206,"Namibia",3006
201207,"Namibia",2928
201208,"Namibia",25140
201209,"Namibia",4672
201210,"Namibia",2693
201211,"Namibia",17082
201212,"Namibia",4198
201301,"Namibia",16755
201302,"Namibia",1235
201303,"Namibia",776
201304,"Namibia",8065
201305,"Namibia",1786
201306,"Namibia",6162
201307,"Namibia",2144
201309,"Namibia",19055
201310,"Namibia",6127
201311,"Namibia",455
201312,"Namibia",3908
201402,"Namibia",1126
201403,"Namibia",3358
201404,"Namibia",10468
201405,"Namibia",14508
201406,"Namibia",3965
201407,"Namibia",8995
201408,"Namibia",106522
201409,"Namibia",486
201410,"Namibia",7423
201411,"Namibia",10
201412,"Namibia",1080
201501,"Namibia",5639
201502,"Namibia",7025
201503,"Namibia",2259
201504,"Namibia",3920
201505,"Namibia",14132
201506,"Namibia",7953
201507,"Namibia",6652
201508,"Namibia",5008
201509,"Namibia",34
201510,"Namibia",2921
201511,"Namibia",11201
201512,"Namibia",47372
201601,"Namibia",999
201602,"Namibia",26347
201603,"Namibia",23837
201604,"Namibia",16357
201606,"Namibia",629342
201607,"Namibia",1301
201608,"Namibia",1869
201609,"Namibia",4988
201610,"Namibia",5876
201611,"Namibia",37665
201612,"Namibia",625
201701,"Namibia",36496
201702,"Namibia",4104
201703,"Namibia",2875
201704,"Namibia",57315
201705,"Namibia",15810
201706,"Namibia",2038
201707,"Namibia",4343
201708,"Namibia",1246182
201709,"Namibia",35
201710,"Namibia",38779
201711,"Namibia",10532307
201712,"Namibia",28066
201801,"Namibia",81129
201802,"Namibia",1600
201803,"Namibia",19995
201804,"Namibia",2651
201805,"Namibia",1866
201806,"Namibia",1836
201807,"Namibia",33935
201808,"Namibia",2757
201809,"Namibia",40673
201810,"Namibia",9109
201811,"Namibia",38493
201812,"Namibia",19707
201901,"Namibia",16495
201902,"Namibia",13015
201903,"Namibia",12833
201904,"Namibia",11817
201905,"Namibia",11641
201906,"Namibia",17152
201907,"Namibia",1573
201908,"Namibia",545709
201909,"Namibia",25176
201910,"Namibia",80007
201911,"Namibia",358708
201912,"Namibia",40163
202001,"Namibia",33560
202002,"Namibia",27501
202003,"Namibia",20196
202004,"Namibia",2647
202005,"Namibia",18984
202006,"Namibia",365870
202007,"Namibia",827
202008,"Namibia",2224
202009,"Namibia",1534
202010,"Namibia",4823
202011,"Namibia",72183
202012,"Namibia",4364
202101,"Namibia",13213
202102,"Namibia",5288
202103,"Namibia",14610
202104,"Namibia",4806
202105,"Namibia",26265
202106,"Namibia",8664
202107,"Namibia",4623
202109,"Namibia",601
202112,"Namibia",617
200001,"Nauru",1351282
200002,"Nauru",2208069
200003,"Nauru",1156356
200004,"Nauru",2125266
200005,"Nauru",1905459
200006,"Nauru",1466666
200007,"Nauru",3748994
200008,"Nauru",17768
200009,"Nauru",2330300
200010,"Nauru",563520
200011,"Nauru",982667
200012,"Nauru",2161689
200101,"Nauru",16687
200103,"Nauru",3022470
200105,"Nauru",22804
200111,"Nauru",2447318
200206,"Nauru",2563155
200304,"Nauru",2056
200404,"Nauru",2874
200405,"Nauru",2471
200406,"Nauru",77
200407,"Nauru",1967
200408,"Nauru",1908
200409,"Nauru",1369
200410,"Nauru",13
200501,"Nauru",3086
200503,"Nauru",48
200507,"Nauru",160
200509,"Nauru",7000
200602,"Nauru",38188
200603,"Nauru",11747
200604,"Nauru",2161
200707,"Nauru",2812
200708,"Nauru",873
200709,"Nauru",209
200710,"Nauru",1705
200808,"Nauru",14329
200809,"Nauru",2869
200904,"Nauru",11680
200905,"Nauru",12388
200906,"Nauru",79834
200907,"Nauru",26186
200908,"Nauru",16186
200909,"Nauru",6347
200910,"Nauru",32193
200911,"Nauru",2689250
200912,"Nauru",30005
201001,"Nauru",27841
201002,"Nauru",10429
201003,"Nauru",73060
201004,"Nauru",2648069
201005,"Nauru",42488
201006,"Nauru",9375
201007,"Nauru",30905
201008,"Nauru",12954
201009,"Nauru",77510
201010,"Nauru",2049667
201011,"Nauru",68235
201012,"Nauru",2545745
201101,"Nauru",46345
201102,"Nauru",146801
201103,"Nauru",1982
201104,"Nauru",14308
201105,"Nauru",100280
201106,"Nauru",7559
201107,"Nauru",29402
201108,"Nauru",1564611
201109,"Nauru",43257
201110,"Nauru",4117962
201111,"Nauru",37791
201112,"Nauru",9397
201201,"Nauru",5804
201202,"Nauru",4931074
201203,"Nauru",2751
201204,"Nauru",4178429
201205,"Nauru",61382
201206,"Nauru",22032
201207,"Nauru",11592
201208,"Nauru",32104
201209,"Nauru",5359548
201210,"Nauru",7282
201211,"Nauru",1904
201212,"Nauru",1927
201301,"Nauru",5478030
201302,"Nauru",2507
201305,"Nauru",2871
201306,"Nauru",5885761
201309,"Nauru",13842
201310,"Nauru",5299286
201311,"Nauru",384
201312,"Nauru",35195
201401,"Nauru",9376
201402,"Nauru",5041536
201404,"Nauru",5939
201405,"Nauru",5852
201408,"Nauru",3759350
201409,"Nauru",4161
201410,"Nauru",6383
201412,"Nauru",5283
201504,"Nauru",60
201505,"Nauru",1463
201508,"Nauru",453
201510,"Nauru",999
201511,"Nauru",1237
201512,"Nauru",12
201602,"Nauru",174
201605,"Nauru",4264253
201608,"Nauru",735
201609,"Nauru",10454
201610,"Nauru",6000
201611,"Nauru",31
201701,"Nauru",6600
201703,"Nauru",228
201705,"Nauru",176
201708,"Nauru",2658333
201709,"Nauru",681
201712,"Nauru",4575
201801,"Nauru",40440
201803,"Nauru",1794
201806,"Nauru",1622
201807,"Nauru",64
201810,"Nauru",180
201811,"Nauru",4
201901,"Nauru",2105
201902,"Nauru",20060
201907,"Nauru",370
201909,"Nauru",484
201910,"Nauru",26570
201912,"Nauru",106
202002,"Nauru",3710938
202004,"Nauru",2500
202006,"Nauru",2510
202008,"Nauru",5970
202011,"Nauru",1278
202012,"Nauru",2137
202110,"Nauru",1060
200001,"Nepal",34003
200002,"Nepal",28848
200003,"Nepal",107017
200004,"Nepal",83290
200005,"Nepal",58849
200006,"Nepal",94294
200007,"Nepal",51819
200008,"Nepal",31537
200009,"Nepal",28396
200010,"Nepal",107502
200011,"Nepal",64977
200012,"Nepal",23683
200101,"Nepal",16359
200102,"Nepal",8812
200103,"Nepal",83088
200104,"Nepal",43298
200105,"Nepal",86708
200106,"Nepal",66486
200107,"Nepal",35084
200108,"Nepal",13892
200109,"Nepal",57608
200110,"Nepal",22982
200111,"Nepal",74004
200112,"Nepal",12988
200201,"Nepal",4034
200202,"Nepal",15949
200203,"Nepal",151273
200204,"Nepal",82580
200205,"Nepal",16207
200206,"Nepal",151327
200207,"Nepal",38918
200208,"Nepal",72943
200209,"Nepal",48769
200210,"Nepal",12158
200211,"Nepal",61205
200212,"Nepal",3597
200301,"Nepal",86069
200302,"Nepal",48967
200303,"Nepal",50290
200304,"Nepal",74908
200305,"Nepal",58770
200306,"Nepal",39097
200307,"Nepal",28585
200308,"Nepal",8735
200309,"Nepal",11549
200310,"Nepal",41209
200311,"Nepal",30024
200312,"Nepal",12010
200401,"Nepal",1655
200402,"Nepal",59680
200403,"Nepal",14170
200404,"Nepal",119209
200405,"Nepal",88963
200406,"Nepal",15199
200407,"Nepal",17985
200408,"Nepal",24121
200409,"Nepal",15261
200410,"Nepal",128241
200411,"Nepal",26830
200412,"Nepal",13560
200501,"Nepal",4831
200502,"Nepal",88096
200503,"Nepal",61430
200504,"Nepal",39485
200505,"Nepal",85864
200506,"Nepal",31586
200507,"Nepal",33713
200508,"Nepal",13957
200509,"Nepal",38241
200510,"Nepal",58239
200511,"Nepal",16805
200512,"Nepal",24306
200601,"Nepal",29987
200602,"Nepal",32775
200603,"Nepal",160950
200604,"Nepal",35106
200605,"Nepal",53942
200606,"Nepal",81885
200607,"Nepal",60071
200608,"Nepal",149334
200609,"Nepal",53463
200610,"Nepal",14968
200611,"Nepal",88384
200612,"Nepal",30897
200701,"Nepal",39437
200702,"Nepal",65019
200703,"Nepal",65325
200704,"Nepal",77437
200705,"Nepal",104791
200706,"Nepal",137812
200707,"Nepal",6429
200708,"Nepal",77677
200709,"Nepal",94177
200710,"Nepal",17888
200711,"Nepal",93150
200712,"Nepal",38607
200801,"Nepal",30136
200802,"Nepal",43912
200803,"Nepal",19541
